"Restaurant.name","offense_date","citstzip","staddress","comments","ins_date","X","seq_01","citation"
"Private","5/30/2014","Private","Private","","03-Jun-14",NA,NA,""
"ROYAL GARDEN","5/30/2014","KINGSTON, MA 02364","3 TREMONT STREET","","08-Dec-14",NA,NA,""
"Samuel's Sports Bar","5/30/2014","Springfield, MA 01105","1000 West Columbus Ave","","28-Jul-14",NA,NA,""
"Sand Dollar Bar and Grill","5/30/2014","DennisPort, MA 02639","244 Lower County Road","","17-Sep-14",NA,NA,""
"The Pearl","5/30/2014","Nantucket, MA 02554","12 Federal Street","","10-Oct-14",NA,NA,""
"WARD SIX SOCIAL & POLITICAL CLUB, INC.","5/30/2014","Lawrence, MA 01840","57 Springfield St.","","28-Jul-14",NA,NA,""
"Archie's","5/31/2014","Haverhill, Ma 01830","27 Lafayette Square","","02-Jun-14",NA,1,"M9227239"
"CAFE DESTARE","5/31/2014","FITCHBURG, MA 01420","320 MAIN STREET","","04-Jun-14",NA,1,"R2025832"
"Diamond Junction Bowling","5/31/2014","Palmer, MA 01069","1446 N Main St","","09-Jun-14",NA,NA,""
"Doyle's Cafe","5/31/2014","Boston, MA 02130","3484 Washington Street","","20-Nov-14",NA,NA,""
"Lusitano Club","5/31/2014","Ludlow, MA 01056","385 Winsor St","","05-Jun-14",NA,NA,""
"Mamma Iguana's","5/31/2014","Northampton, MA 01060","274 Main St.","","23-Jul-14",NA,NA,""
"McCarthy's Irish Pub","5/31/2014","Belchertown, MA 01007","5 East Walnut St","","03-Jun-14",NA,NA,""
"Middle East Restaurant","5/31/2014","Cambridge, MA 02139","472-480 Massachusetts Ave","","17-Jul-14",NA,NA,""
"Open Door Cafe","5/31/2014","Ludlow, MA 01056","247 Cady St","","02-Jun-14",NA,NA,""
"Private","5/31/2014","Private","Private","","15-Oct-14",NA,NA,""
"private res.","5/31/2014","xxx","xxx","","02-Jun-14",NA,NA,""
"Rum Runner's Bar & Grill","5/31/2014","Dennisport, MA 02639","243 Lower County RD","","13-Jun-14",NA,NA,""
"Tiki Bar at Nashoba Ski Area","5/31/2014","Westford, MA 01886","79 Powers Road","","15-Dec-15",NA,NA,""
"unkown","5/31/2014","unknown","unknown","","01-Oct-14",NA,NA,""
"Phoenix Room","6/1/2014","Newburyport, MA 01950","19 Inn Street","","28-Jul-14",NA,NA,""
"Rafter's","6/1/2014","Amherst MA 01002","422 Amity Street","","29-Aug-14",NA,NA,""
"The Casion","6/1/2014","The Casino","The Casino","","15-Jul-14",NA,NA,""
"Yong Shing","6/1/2014","Auburn, MA 01501","80 Auburn Street","","27-Jun-14",NA,NA,""
"Curleys","6/2/2014","Taunton, MA 02780","Route 44","","18-Aug-14",NA,NA,""
"La Maquina del Sabor","6/2/2014","Revere, MA 02151","367 Revere Beach Blvd","","20-Nov-14",NA,NA,""
"Alchemy","6/3/2014","Edgartown, MA 02539","71 Main Street","","22-Dec-14",NA,1,"R1931425"
"Jacob Wirth's","6/3/2014","Boston, MA 02116","31 Stuart St","","21-Aug-14",NA,NA,""
"Private","6/3/2014","Private","Private","","25-Jul-14",NA,NA,""
"Prospector East Saloon","6/3/2014","Marlboro, MA 01752","520 Lincoln Street","","25-Jun-15",NA,NA,""
"Adams Ale House","6/5/2014","Adams, MA 01220","8-10 East Hoosac Street","","09-Jul-14",NA,1,"M9513838"
"LongHorn Steakhouse","6/5/2014","Mansfield, MA 02048","390 West Street","","19-Feb-15",NA,NA,""
"Ocean Kai","6/5/2014","Hingham, Ma 02043","300 Lincoln Street","","19-Jun-14",NA,NA,""
"Private","6/5/2014","Private","Private","","30-Jul-14",NA,NA,""
"Private","6/5/2014","xxxx","xxxx","60 day Loss of License","06-Nov-14",NA,NA,""
"Venturo","6/5/2014","Nantucket, MA 02554","21 Federal Street","","17-Jun-14",NA,NA,""
"Capital Grille","6/6/2014","Boston, MA 02115","900 Boylston Street","","10-Jun-15",NA,1,"R1043949"
"Finnegan's Pub","6/6/2014","Hudson, MA 01749","25 South Street","","03-Dec-14",NA,NA,""
"J. BRIAN'S PUB & GRILLE, INC.","6/6/2014","LAWRENCE, MA 01843","615 SOUTH UNION ST.","","28-Jul-14",NA,NA,""
"Plum Island Grille","6/6/2014","Newbury, MA 01951","2 Sunset Drive","","17-Jun-14",NA,NA,""
"The Neptunes","6/6/2014","Newburyport, MA 01950","Hancock Street","","10-Jun-14",NA,NA,""
"The Orchards","6/6/2014","Williamstown, MA 01267","206 Adams Road","","18-Jun-14",NA,NA,""
"Corner Pub","6/7/2014","Ashland MA 01721","One W Union Street","","24-Jul-14",NA,NA,""
"Gillette Stadium","6/7/2014","Foxboro, MA 02035","1 Patriot Place","","30-Jun-15",NA,NA,""
"Guanucapis Restaurant","6/7/2014","Waltham, MA 02453","154 River St.","","22-Jul-14",NA,NA,""
"John Brewers Tavern","6/7/2014","Malden, Ma","","","16-Jul-14",NA,NA,""
"MARDI GRAS","6/7/2014","SPRINGFIELD, MA","87 TAYLOR ST","","11-Jun-14",NA,NA,""
"NONE","6/7/2014","NONE","NONE","","12-Jan-15",NA,NA,""
"Olive Garden","6/7/2014","Foxboro MA 02035","Patriot Place
 Route One","","09-Jun-14",NA,NA,""
"Private","6/7/2014","Private","Private","","22-Jul-14",NA,NA,""
"Private Res.","6/7/2014","xxxx","xxxx","","17-Jun-14",NA,NA,""
"Shooters","6/7/2014","Avon,MA 02322","36 E Main St","","19-Nov-14",NA,NA,""
"The Grog","6/7/2014","Newburyport, MA 01950","13 Middle Street","","24-Oct-14",NA,NA,""
"Unkown at this time","6/7/2014","xxxx","xxxx","45 Day Loss of License","09-Jun-15",NA,NA,""
"Brians Ivy Hall","6/8/2014","Lowell Ma 01852","74 Merrimack St","","05-Feb-15",NA,1,"R2054368"
"Green Briar Restaurant","6/8/2014","Brighton, MA 02135","304 Washington St.","","23-Jun-14",NA,NA,""
"Knickerbocker Club","6/8/2014","Lowell, MA 01852","36 Chamberlain Street South","","09-Jun-14",NA,NA,""
"Knights of Columbus","6/8/2014","Rockland, MA 02370","440 Webster Street","","18-Jun-14",NA,NA,""
"MBTA Commuter Boat","6/8/2014","Hingham, MA 02043","349 Lincoln Street","","18-Jun-14",NA,NA,""
"NONE","6/8/2014","NONE","NONE","","01-Apr-15",NA,NA,""
"O'Neal's","6/8/2014","Malden, Ma. 02148","45 Pleasant Street","","25-Sep-14",NA,NA,""
"Singletary Rod & Gun Club, Inc.","6/8/2014","Oxford, MA 01540","300 Sutton Ave.","","21-Jul-14",NA,NA,""
"The $3 Bar","6/8/2014","Providence, RI","242 Atwells Avenue","","15-Dec-15",NA,NA,""
"The Pickled Onion","6/8/2014","Beverly, MA 01915","355-57 Rantoul Street","","12-Jun-14",NA,NA,""
"The Rose and Crown","6/8/2014","Nantucket, MA 02554","South Water Street","","10-Dec-14",NA,NA,""
"TJ Callahan's Pub","6/8/2014","Tewksbury, MA 01876","1475 Main St","","23-Jun-14",NA,NA,""
"Does not recall","6/9/2014","N/A","N/A","","14-Jul-14",NA,NA,""
"Tavern in the Square","6/9/2014","Burlington, Ma.","","","10-Jun-14",NA,NA,""
"The Cabby Shack","6/9/2014","Plymouth, MA 02360","30 Town Wharf","","29-Oct-14",NA,NA,""
"BEIJING PALACE OF SWAMPSCOTT, INC. GOURMET GARDEN","6/10/2014","SWAMPSCOTT MA 01907","430 PARADISE ROAD","","22-May-15",NA,1,"R1940931"
"Old Colony Tap, Inc.","6/10/2014","Provincetown, MA 02657","323 Commercial Street","","24-Jun-14",NA,NA,""
"Anthony's Lounge","6/11/2014","South Hadley, MA 01075","500 New Ludlow Road","","13-Jan-16",NA,1,"R1751765"
"McGreevey's","6/11/2014","Boston, MA 02115","911 Boyleston Street","","15-Jul-14",NA,NA,""
"none at private residence","6/11/2014","none","none","","12-Mar-15",NA,NA,""
"Brava","6/12/2014","Lenox, MA01240","27 Housatonic St","","17-Jul-14",NA,1,"R2132006"
"Dockside Restaurant","6/12/2014","Chelsea, Ma, 02150","170 Everett Ave","","29-Oct-14",NA,NA,""
"East Bay Grille","6/12/2014","Plymouth, MA 02360","Plymouth, MA 02360","","26-Jun-14",NA,NA,""
"John Brewer","6/12/2014","Waltham, MA","39 Main St","","11-Jul-14",NA,NA,""
"Luau Hale Restaurant","6/12/2014","Lenox, MA 01240","Pittsfield Rd","","16-Jun-14",NA,NA,""
"Tavern in the Square","6/12/2014","Burlington MA 01803","91 Middlesex Tpke","","17-Jun-14",NA,NA,""
"Marriott Hotel","6/13/2014","Newton, MA 02466","2345 Commonwealth Ave","","10-Sep-15",NA,NA,""
"Polish American Club","6/13/2014","Agawam, MA","139 Southwick Rd.","","16-Jun-14",NA,NA,""
"Turtle Pond Tavern","6/13/2014","Palmer, MA 01069","PO Box 789","","13-Jun-14",NA,NA,""
"Paddy Kelly's Restaurant & Pub","6/14/2014","Peabody, MA 01960","154 Washington Street","","18-Jul-14",NA,NA,""
"private","6/14/2014","private","private","","16-Jun-14",NA,NA,""
"the boulevard","6/14/2014","revere, ma 02151","unknown","","26-Nov-14",NA,NA,""
"The Wharf Pub","6/14/2014","Edgartown, MA 02539","Dock and Main Streets","","17-Oct-14",NA,NA,""
"TOSTADA, INC. ACAPULCO'S MEXICAN FAMILY RESTAURANT","6/14/2014","BEVERLY MA 01915","900 CUMMINGS CENTER","","21-Jul-14",NA,NA,""
"xx","6/14/2014","xx","xx","","01-Jul-14",NA,NA,""
"Yong Shings","6/14/2014","Auburn, MA 01501","80 Auburn St.","","30-Jul-14",NA,NA,""
"Fenway Park","6/15/2014","Boston, MA","4 Yawkey Way","","12-Mar-15",NA,NA,""
"Fire & Ice","6/15/2014","Cambridge,MA 02139","50 Church St.","","08-Jul-14",NA,NA,""
"Firefly's","6/15/2014","Marlborough, MA 01752","350 East Main Street","","15-Sep-14",NA,NA,""
"Forty's Bar and Grill","6/15/2014","Leominster Ma 01453","1030 Central Street","","19-Dec-14",NA,NA,""
"Hot Shotz","6/15/2014","Leominster, MA. 01453","1293 Main St","","03-Mar-15",NA,NA,""
"Maverik Restaurant","6/15/2014","Tewksbury, MA 01876","2212 Main Street","","25-Aug-15",NA,NA,""
"No Drinking Est","6/15/2014","xxxx","xxxx","210 day loss of license","03-Jul-14",NA,NA,""
"No Drinking Est.","6/15/2014","xxxx","xxxx","45 Day Loss of License","27-Aug-14",NA,NA,""
"Private","6/15/2014","Private","Private","","22-Oct-14",NA,NA,""
"Private Res.","6/15/2014","xxxx","xxxx","45 Day Loss of License","20-Oct-14",NA,NA,""
"Slvan Street Grille","6/15/2014","Peabody, MA 01960","12 Sylvan Street","","01-Aug-14",NA,NA,""
"Sylvan St. Grill","6/15/2014","Peabody, Ma. 01923","12 Sylvan St.","","28-Jul-14",NA,NA,""
"THEODORES","6/15/2014","SPRINGFIELD MA 01103","201 WORTHINGTON STREET","","16-Jun-14",NA,NA,""
"My Brother's Place","6/16/2014","Chicopee, MA 01020","185 Grove Street","","10-Jun-15",NA,NA,""
"private","6/16/2014","private","private","","16-Jun-14",NA,NA,""
"Private Res.","6/16/2014","xxxx","xxxx","","25-Aug-14",NA,NA,""
"Ten's Showclub","6/16/2014","Salisbury, MA 01952","11 Northend Blvd","","08-Apr-15",NA,NA,""
"DINO'S SPORTS BAR","6/17/2014","MASHPEE, MA 02649","401 RTE 151","","21-Jul-15",NA,NA,""
"The Tap Room","6/18/2014","Wilbraham, MA 01095","2823 Boston Rd","","21-Oct-14",NA,NA,""
"Back Nine","6/19/2014","Lakeville, MA","Heritage Hill","Last Drink - Public
 Back Nine
 Heritage Hill 
 Lakev","09-Nov-15",NA,1,""
"Key West Lounge","6/19/2014","North Adams, MA 01247","159 State Street","","07-Oct-14",NA,NA,""
"Kilkenny Pub","6/19/2014","Lowell Ma 01852","660 Rogers St","","02-Oct-14",NA,NA,""
"Majors Bar","6/19/2014","Fitchburg, MA 01420","149 Lunenburg Street","","15-Jan-15",NA,NA,""
"private home","6/19/2014","n/a","n/a","","21-Jul-14",NA,NA,""
"private residence","6/19/2014","xxx","xxx","","07-Oct-15",NA,NA,""
"Regal Beagle","6/19/2014","Indian Orchard, MA 01151","567 Main St","","17-Jul-14",NA,NA,""
"Belle's Bistro, Inc.","6/20/2014","Westford, Ma. 01886","2 Power Road","","02-Jul-14",NA,1,"R1397439"
"Break Away Billiards","6/20/2014","Clinton, MA 01510","104 Sterling St","","06-Oct-14",NA,1,"R1341592"
"RedBones","6/20/2014","Somerville, MA 02145","","","05-Dec-14",NA,NA,""
"Toasted Owl","6/20/2014","Northampton, MA 01060","Main Street","","24-Oct-14",NA,NA,""
"China Villa","6/21/2014","Middleton, MA 01949","239 Maple Street","","25-Jun-14",NA,1,""
"FRANCO AMERICAN CLUB","6/21/2014","ATHOL, MA 01331","SOUTH STREET","","28-Jul-14",NA,NA,""
"Long Meadow Golf Club","6/21/2014","Lowell, Ma 01852","165 Havilah Street","","01-Aug-14",NA,NA,""
"No Drinking Est.","6/21/2014","xxxx","xxxx","45 Day Loss of License","23-Jul-14",NA,NA,""
"The Open Door Cafe","6/21/2014","Ludlow, MA 01056","247 Cady St","","23-Jun-14",NA,NA,""
"Blue Ocean Music Hall","6/22/2014","Salisbury, MA 01952","4 Broadway","","04-Aug-14",NA,1,"R1710960"
"Box Seats","6/22/2014","North Attleboro, Ma","Route 1","","25-Aug-14",NA,1,"R2374753"
"Caffe Sorrento","6/22/2014","Milford, MA 01757","143 Central St","","10-Nov-14",NA,1,"R2206872"
"Frankie B's Billiards","6/22/2014","Wilbraham, MA 01095","1855 Boston Rd","","23-Jun-14",NA,NA,""
"KC Bartgan","6/22/2014","Somerville, Ma.","","","28-Jul-14",NA,NA,""
"Plum Island Grille","6/22/2014","Plum Island, Newbury, MA 01951","2 Sunset Blvd","","15-Aug-14",NA,NA,""
"Plum Island Grille","6/22/2014","Plum Island, Newbury, MA 01951","2 Sunset Blvd","","15-Aug-14",NA,NA,""
"private home","6/22/2014","n/a","n/a","","08-Oct-14",NA,NA,""
"private residence","6/22/2014","xxx","xxx","","13-Jul-15",NA,NA,""
"T.G. I Friday's","6/22/2014","Norwood, MA. 02062","1345 Boston Providence Hwy Tpke Road","","09-Dec-14",NA,NA,""
"Ten's Show Club","6/22/2014","Salisbury, MA 01952","11 Northend Blvd","","06-Apr-15",NA,NA,""
"Ten's Showclub","6/22/2014","Salisbury, MA 01952","11 Northend Blvd","","08-Jun-15",NA,NA,""
"The Tap","6/22/2014","Haverhill,Ma 01830","100 Washington Street","","24-Jul-14",NA,NA,""
"Uncle Eddie's","6/22/2014","Salisbury, MA 01952","8 Ocean Front","","24-Jun-14",NA,NA,""
"unklnown","6/22/2014","unknown","unknown","","09-Dec-14",NA,NA,""
"Wally's","6/22/2014","Hampton, NH 03842","Ashworth Avenue","","15-Oct-15",NA,NA,""
"Ipswich Sports Bar","6/23/2014","Ipswich, MA 01938","24 Hammatt Street","","27-Oct-14",NA,NA,""
"J C Fenwicks","6/23/2014","Leominster, MA 01453","37 Mechanic Street","","29-Jan-15",NA,NA,""
"Ye Ol Watering Hole","6/23/2014","Northampton, MA 01060","287 Pleasant Street","","15-Jul-14",NA,NA,""
"NEXT POINT","6/24/2014","MATTAPOISETT, MA","UNKNOWN","","07-Jul-14",NA,NA,""
"Riviera Show Club","6/24/2014","Worcester, MA 01608","241 Southbridge Street","","07-Aug-15",NA,NA,""
"VENUS","6/24/2014","HANSON, MA","UNKNOWN","","30-Jun-14",NA,NA,""
"Beemers Pub","6/25/2014","Fitchburg,MA. 01440","114 River St","","12-Aug-14",NA,1,"R0791183"
"Joe's American Bar and Grill","6/25/2014","Nashua, NH 03060","310 Daniel Webster Highway","","10-Aug-15",NA,NA,""
"ALLORA RISTORANTE,INC.","6/26/2014","MARLBOROUGH, MA. 01752","139 LAKESIDE AVE.","","30-Jul-14",NA,1,"R1205287"
"Cornerstone's","6/26/2014","Carver, MA","Carver, MA","","09-Jul-14",NA,NA,""
"London Billiards","6/26/2014","Worcester, MA 01608","70 James Street","","26-Aug-14",NA,NA,""
"Crestwood Country","6/27/2014","Rehoboth MA 02769","90 Wheeler Street","","21-Aug-14",NA,NA,""
"Fitzy's Pub","6/27/2014","Plainville, Ma 02762","1 Man-Mar Drive","","11-Jul-14",NA,NA,""
"Nashoba Ski Area - Tiki Bar","6/27/2014","Westford, MA 01886","79 Powers Road","","21-Apr-15",NA,NA,""
"PRIVATE","6/27/2014",NA,NA,"","27-Oct-14",NA,NA,""
"Sunset Tiki Bar Nashoba Valley Ski Area","6/27/2014","Westford Ma 01886","79 Powers Rd","","21-Aug-14",NA,NA,""
"Teddy G's","6/27/2014","Sturbridge, MA 01566","179 Main St.","","07-Oct-14",NA,NA,""
"The Bootlegger Restaurant","6/27/2014","Lunenburg MA 01462","50 Massachusetts Ave.","","27-May-15",NA,NA,""
"Bolton Street Tavern","6/28/2014","Marlboro, MA 01752","Bolton Street","","08-Sep-14",NA,1,"R1995869"
"Garcia Brogan's","6/28/2014","Lowell, MA 01852","Middlesex Street","","04-Aug-14",NA,NA,""
"Marc Anthony's","6/28/2014","Onset., MA 02558","196 Onset Ave.","","20-Aug-14",NA,NA,""
"private","6/28/2014","x","x","","14-Jul-14",NA,NA,""
"private home","6/28/2014","n/a","n/a","","28-Aug-14",NA,NA,""
"T-BONES","6/28/2014","PLYMOUTH, MA 02360","COURT STREET","","30-Jun-14",NA,NA,""
"The Chicken Box","6/28/2014","Nantucket, MA 02554","6 Dave Street","","20-Aug-14",NA,NA,""
"The O's","6/28/2014","Sunderland, MA 01375","330 Amherst Road","","01-Jul-14",NA,NA,""
"The Pub","6/28/2014","Springfield, MA","no address available.","","01-Dec-14",NA,NA,""
"The Quarterdeck","6/28/2014","Hyannis, MA 02601","247 Iyannough Rd","","02-Dec-14",NA,NA,""
"TIDES AT NAHANT, INC.","6/28/2014","NAHANT MA 01908","2B WILSON RD","","28-Jul-14",NA,NA,""
"Toby Keith's I Love This Bar & Grill","6/28/2014","Foxboro, MA 02035","275 Patriot Place","","26-Aug-15",NA,NA,""
"Village Smokehouse","6/28/2014","Lowell, MA 01852","Middle St","","12-Feb-15",NA,NA,""
"Fenway Park","6/29/2014","Boston MA 02215","4 Yawkee Way","","02-Jul-14",NA,NA,""
"Hong Kong Restaurant","6/29/2014","Cambridge, MA 02138","1238 Massachusetts Ave","","17-Sep-14",NA,NA,""
"PURPLE PUB","6/29/2014","WILLIAMSTOWN, MA 01267","65 SPRING STREET","","11-Jul-14",NA,NA,""
"Shakago Martini And Piano Bar","6/29/2014","Springfield, MA 01103","23 Hampden Street","","30-Jun-14",NA,NA,""
"WATERFRONT TAVERN","6/29/2014","HOLYOKE, MA 01040","920 MAIN STREET","","08-Jul-14",NA,NA,""
"Splash","6/30/2014","Salisbury, MA 01952","3 Broadway","","22-Jul-14",NA,NA,""
"Applebee's","7/1/2014","Springfield, MA 01119","1349 Boston Rd","","10-Jul-14",NA,1,"R0663578"
"Liz's Diamond Bar & Grill","7/1/2014","Hopedale, MA 01747","Airport Dr","","03-Jul-14",NA,NA,""
"Mick Morgan's Irish Pub & Restaurant","7/1/2014","Newton, MA 02464","118 Needham St","","22-Dec-14",NA,NA,""
"Ten's showclub","7/1/2014","Salisbury, MA 01952","11 Northend Blvd","","25-Nov-14",NA,NA,""
"Hooters","7/2/2014","Springfield MA","Main St.","","14-Jul-14",NA,NA,""
"The Pizza Shoppe","7/2/2014","E. Longmeadow, MA 01028","134 Shaker Rd","","11-Jul-14",NA,NA,""
"Upper Deck","7/2/2014","Barre, MA. 01005","377 Stetson Rd","","22-Jul-14",NA,NA,""
